Hero,Hero Name,Role,Element,Hero Skill Names,Hero Skill Descriptions,Hero Skill Turns,Soul Burn Count,Soul Burn Descriptions
c5024,Summertime Iseria,ranger,fire,"[""Are you the Culprit?"", ""Suppression Attempt"", ""Sword of Flowers!""]","[""Attacks the enemy with swords, with a [color=orange]75%[/color] chance each to [b]dispel one buff twice[/b]."", ""Attack increases by [color=orange]50%[/color]. When attacking, [b]cannot trigger a critical hit[/b]. [b]Does not cost any Souls[/b] to activate the caster's [b]first Soulburn[/b]. After an ally except for the caster uses an attack that targets all enemies, activates Suppress!. Can only be activated once every 3 turns.Suppress!: [b]Increases Combat Readiness[/b] of all allies by 15% and plants a [color=red]bomb[/color] on two random enemies for 2 turns."", ""Attacks [b]all enemies[/b] with swords of flowers, [color=red]decreasing Attack[/color] for 2 turns and [color=#1080e5]increases Speed[/color] of the caster for 2 turns. At the end of the turn, [b]detonates bombs[/b] inflicted on the enemy.""]","['', '', '3 turns']","['Soulburn (20 souls)', '', '']","[""Grants an [b]extra turn[/b]."", """", """"]"
c1048,Aramintha,mage,fire,"[""Ignite"", ""Catalyst"", ""Fire Pillar""]","[""Attacks the enemy with an explosion of flames, with a [color=orange]50%[/color] chance to [color=red]burn[/color] for 2 turns."", ""Attacks [b]all enemies[/b] with a catalytic explosion, [b]dispelling two buffs[/b] and making them [color=red]unhealable[/color] for 2 turns, before [color=#1080e5]increasing Attack[/color] of all allies for 2 turns. For each [color=red]unhealable[/color] inflicted, [b]increases Combat Readiness[/b] of the caster by 30%."", ""Attacks [b]all enemies[/b] with a massive fire pillar, with a [color=orange]100%[/color] chance each to inflict two [color=red]burn[/color] effects for 2 turns and a [color=orange]70%[/color] chance to [color=red]stun[/color] for 1 turn. Grants a [color=#1080e5]barrier[/color] to the caster for 2 turns. Barrier strength increases proportional to the [b]caster's Attack[/b].""]","['', '4 turns', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c1015,Baal & Sezan,mage,fire,"[""Ghost Haunt"", ""Dark Cloud"", ""Last Requiem""]","[""Summons an evil spirit to [b]attack two enemies[/b], with a [color=orange]50%[/color] chance to inflict [color=red]poison[/color] for 2 turns."", ""Summons the Cloud of Darkness to attack [b]all enemies[/b], dealing damage proportional to the [b]number of debuffs[/b] inflicted on the enemy. When the enemy is defeated by this attack, the [b]cooldown[/b] for Last Requiem is [b]reset[/b]."", ""Baal & Sezan attack [b]all enemies[/b] with Strike Magic, with a [color=orange]85%[/color] chance each to make them [color=red]unhealable[/color] and inflict [color=red]decreased Defense[/color] and [color=red]Speed[/color] for 2 turns.""]","['', '2 turns', '3 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases damage dealt."", """"]"
c5111,Festive Eda,mage,fire,"[""I'm Embarrassed"", ""It's Okay, It Won't Show"", ""Let Me Give It a Try""]","[""Attacks the enemy with bubbles, with a [color=orange]75%[/color] chance to [color=red]decrease Hit Chance[/color] for 1 turn. When the caster is [color=#1080e5]stealthed[/color], increases effect chance by 25%."", ""At the start of battle and at the end of the turn, grants [color=#1080e5]stealth[/color] for 1 turn. At the start of the turn, when not [color=#1080e5]stealthed[/color], [b]dispels all debuffs[/b] and grants [color=#1080e5]Shyness[/color] for 1 turn. Effects at the start of the turn can only be activated once every [color=orange]4[/color] turns. After attacking, when granted [color=#1080e5]Shyness[/color] activates Expected Outcome. [b]Expected Outcome[/b] : Attacks [b]all enemies[/b], [b]dispelling two buffs[/b] and [b]decreasing Combat Readiness[/b] by 50% before an 85% chance to [color=red]decrease Defense[/color] for 2 turns."", ""Collects bubbles to attack [b]all enemies[/b], with a [color=orange]85%[/color] chance to [color=red]silence[/color] for 1 turn and a [color=orange]100%[/color] to make them [color=red]unable to be buffed[/color] for 2 turns. This skill is unaffected by cooldown increase and decrease effects.""]","['', '4 turns', '3 turns']","['Soulburn (20 souls)', '', '']","[""Grants an [b]extra turn[/b]."", """", """"]"
c1073,Kawerik,mage,fire,"[""Spatial Relocation"", ""Dimensional Corridor"", ""Dimensional Explosion""]","[""Approaches the enemy through subspace and attacks, before a [color=orange]75%[/color] chance to [color=red]silence[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""Attacks the enemy in a dimensional corridor, with a [color=orange]100%[/color] chance each to [b]dispel two buffs[/b] before [b]increasing skill cooldowns[/b] by 1 turn twice. Grants [color=#1080e5]stealth[/color] and [color=#1080e5]increased Speed[/color] to the caster for 2 turns. Damage dealt increases proportional to the [b]target's Speed[/b]."", ""Attacks [b]all enemies[/b] with an explosion, [color=red]silencing[/color] for 1 turn. [b]Penetrates[/b] Defense by 30%. Damage dealt increases proportional to the [b]caster's Speed[/b].""]","['', '4 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""[b]Ignores Effect Resistance[/b]."", """"]"
c1096,Melissa,mage,fire,"[""Might"", ""Manifestation"", ""Blood Bloom""]","[""Overpowers the enemy, with a [color=orange]75%[/color] chance to make them [color=red]unhealable[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's lost Health[/b]."", ""Attacks by unleashing their inner rage, before granting [color=#1080e5]immortality[/color] and [color=#1080e5]immunity[/color] to the caster for 1 turn. This skill's [b]cooldown is reset[/b] when the enemy is defeated. Damage dealt increases proportional to the [b]caster's lost Health[/b].Attacks the enemy by unleashing their inner rage, before granting [color=#1080e5]immortality[/color] and [color=#1080e5]immunity[/color] to the caster for 1 turn. This skill's [b]cooldown is reset[/b] when the enemy is defeated."", ""[b]Dispels all buffs[/b] from the enemy before attacking by releasing their pent-up aggression. This skill is [b]unaffected by elemental disadvantage[/b] and grants an [b]extra turn[/b] to the caster. [color=red]Curses[/color] the enemy for 2 turns [b]regardless of whether the attack hits[/b]. Elite or Boss monsters cannot be cursed.""]","['', '4 turns', '5 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c1122,Milim,mage,fire,"[""Dragon Dive"", ""Dragon Eye (Milim Eye)"", ""Dragon Fear""]","[""Attacks the enemy, [b]recovering Health[/b] proportional to damage dealt before [color=#1080e5]increasing Attack[/color] of the caster for 1 turn."", ""At the start of battle and at the end of the turn, has a [color=orange]100%[/color] chance to grant [color=#1080e5]Dragon Eye (Milim Eye)[/color] to the caster for 1 turn. When the caster is granted [color=#1080e5]Dragon Eye (Milim Eye)[/color] at the start of the turn, [b]dispels stealth[/b] from all enemies. [b]Ignores Effect Resistance[/b]. When Focus is full after attacking, [b]consumes all Focus[/b] to activate Dragon Buster.Dragon Buster: Attacks [b]all enemies[/b] with overwhelming mana, [b]removing 10 Souls[/b]."", ""Releases mana to attack the enemy, inflicting [b]extinction[/b] when the enemy is defeated. [color=#1080e5]Increases Evasion[/color] of the caster for 3 turns. When the enemy is not an Elite or Boss monster, [b]damage sharing effects are ignored[/b].""]","['', '', '4 turns']","['Soulburn (20 souls)', '', '']","[""Grants an [b]extra turn[/b]."", """", """"]"
c1112,Politis,mage,fire,"[""Call of the Stars"", ""Astral Guide"", ""Starfall""]","[""Summons dolls to attack the enemy, with a [color=orange]40%[/color] chance to [color=red]stun[/color] for 1 turn."", ""When the enemy is not an Elite or Boss monster, [b]reduces the effect of Combat Readiness increases[/b] granted to the enemy by 50%. This effect does not stack with other passive effects of the same name. Activates Tranquility when an enemy uses a non-attack skill. Tranquility can only be activated once every 2 turns. [b]Tranquility[/b] : Attacks [b]all enemies[/b], [b]decreasing buff durations[/b] by 1 turn, before [b]increasing Combat Readiness[/b] of the caster by 30%."", ""Attacks [b]all enemies[/b] with alien technology, with a [color=orange]100%[/color] chance each to [color=red]decrease Hit Chance[/color] and make them [color=red]unable to be buffed[/color] for 2 turns.""]","['', '2 turns', '4 turns']","['Soulburn (20 souls)', '', '']","[""Grants an [b]extra turn[/b]."", """", """"]"
c1135,Roy Mustang,mage,fire,"[""Ignite"", ""Hero of Ishval"", ""Scorching Heat""]","[""Attacks the enemy with flames, and [b]increases Combat Readiness[/b] of the caster by 15%. When used on the caster's turn, if the caster is granted [color=#1080e5]Flame Alchemist[/color], activates Heat Wave instead of Ignite. [b]Heat Wave[/b] : Attacks the enemy with a huge flame, and [b]increases Combat Readiness[/b] of the caster by 30%. [b]Penetrates[/b] the target's Defense by 50%. This skill does not trigger a Dual Attack."", ""At the start of the first battle, [b]gains 40 Fighting Spirit[/b] and grants [color=#1080e5]Flame Alchemist[/color]. Damage suffered in one attack does not [b]exceed51%of max Health[/b] exceed [color=orange]51%[/color] of max Health."", ""After [color=#1080e5]increasing Attack[/color] of the caster for 2 turns, [b]attacks all[/b] enemies with a consecutive barrage of flames, and grants [color=#1080e5]Flame Alchemist[/color] to the caster. When there are three or fewer enemies, [b]damage dealt increases with fewer enemies[/b].""]","['', '', 'Consume 80 Fighting Spirit']","['Soulburn (20 souls)', '', '']","[""Grants an [b]extra turn[/b]."", """", """"]"
c1050,Tenebria,mage,fire,"[""Dark Explosion"", ""Ominous Thunder"", ""Nightmare""]","[""Attacks the enemy with an explosion of dark energy, with a [color=orange]70%[/color] chance to put them to [color=red]sleep[/color] for 1 turn. When an enemy is put to [color=red]sleep[/color], the caster's [b]Combat Readiness increases[/b] by 50%. This skill does not trigger a Dual Attack."", ""Summons ominous thunder to attack [b]all enemies[/b], [b]decreasing Combat Readiness[/b] by [color=orange]30%[/color] and inflicting [color=red]decreased Speed[/color] and [color=red]restrict[/color] for 2 turns."", ""Drops Moon of Nightmare on [b]all enemies[/b], with a [color=orange]85%[/color] chance each to [color=red]decrease Defense[/color] for 2 turns and put them to [color=red]sleep[/color] for 1 turn, before [color=#1080e5]increasing Attack[/color] of the caster for 2 turns.""]","['', '3 turns', '3 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases damage dealt."", """"]"
c1123,Shuna,manauser,fire,"[""Magicule Explosion"", ""Blooming Lotus"", ""Sleeping Spell""]","[""Attacks the enemy by manipulating magicules and [b]recovers Health[/b] of all allies. Damage dealt and amount recovered increase proportional to the [b]caster's max Health[/b]."", ""[b]Dispels two debuffs[/b] from all allies and [b]redistributes Health[/b] so that each ally has an equal Health ratio before granting a [color=#1080e5]barrier[/color] for 2 turns. Barrier strength increases proportional to the [b]caster's max Health[/b]."", ""With scattering petals, [b]dispels two buffs[/b] from all enemies, before a [color=orange]85%[/color] chance to put them to [color=red]sleep[/color] for 1 turn, and a [color=orange]100%[/color] chance to [color=red]decrease Attack[/color] for 2 turns.""]","['', '3 turns', '4 turns']","['Soulburn (10 souls)', '', '']","[""Grants an [b]extra attack[/b] with the same skill."", """", """"]"
c1067,Tamarinne,manauser,fire,"[""Serene Tune"", ""Song of the Forest"", ""Shining Star☆""]","[""( [b]Tamarinne[/b] ) Attacks an enemy with a serene melody and [b]heals[/b] the ally with the lowest Health. Amount recovered increases proportional to the [b]ally's max Health[/b]. [b]Decreases cooldown[/b] of Shining Star☆ by 1 turn.( [b]Idol[/b] ) Attacks [b]all enemies[/b] with a beautiful voice, [b]dispelling all buffs[/b]. Triggers a [b]Dual Attack[/b] from the ally with the highest Attack."", ""( [b]Tamarinne[/b] ) [b]Heals[/b] all allies with a peaceful melody. Amount recovered increases proportional to the [b]caster's max Health[/b]. [b]Decreases cooldown[/b] of Shining Star☆ by 1 turn.( [b]Idol[/b] ) With a powerful performance, [color=#1080e5]increases Attack[/color] of all allies for 2 turns and [b]increases Combat Readiness[/b] by [color=orange]50%[/color], [b]recovering Health[/b]. Amount recovered increases proportional to the [b]caster's max Health[/b]."", ""Before performing, [b]dispels all debuffs[/b] inflicted on all allies and [b]recovers[/b] the caster to max Health and grants an [b]extra turn[/b]. The caster becomes an [color=#1080e5]idol[/color] for 3 turns and performs a concert. Begins the first battle with full cooldown count.""]","['', '2 turns', '8 turns']","['Soulburn (20 souls)', '', '']","[""Greatly [b]recovers Health[/b] of all allies after attacking."", """", """"]"
c1140,ae-NINGNING,manauser,fire,"[""SSAMBEAR"", ""Butterfly Effect"", ""System Hacking""]","[""Attacks the enemy with SSAMBEAR, with a [color=orange]40%[/color] chance to [color=red]stun[/color] for 1 turn. After attacking, when the target is [color=red]stunned[/color], [b]increases Combat Readiness[/b] of the caster by 20%."", ""Attacks the enemy, [b]decreasing Combat Readiness[/b] by 30%. [color=#1080e5]Increases Attack[/color] of the ally with the highest Attack except for the caster for 2 turns and [b]increases Combat Readiness[/b] by 30%."", ""Hacks [b]all enemies[/b], inflicting [b]barrier inversion[/b] and [b]dispelling two buffs[/b], before [b]increasing Combat Readiness[/b] of the caster by [color=orange]50%[/color]. When the target is granted a [color=#1080e5]barrier[/color], Combat Readiness increase amount is doubled.""]","['', '2 turns', '4 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 100%."", """", """"]"
